Poke_1,Poke_2,Winner
4,67,67
4,68,68
4,69,4
4,70,4
4,71,4
4,72,72
4,73,73
4,74,74
4,75,75
4,76,76
4,77,77
4,78,78
4,79,79
4,80,80
4,81,4
4,82,4
4,83,83
4,84,84
4,85,85
4,86,86
4,87,87
4,88,88
4,89,89
4,90,90
4,91,91
4,92,92
4,93,93
4,94,94
4,95,95
4,96,96
4,97,97
4,98,98
4,99,99
4,100,100
4,101,101
4,102,4
4,103,4
4,104,104
4,105,105
4,106,106
4,107,107
4,108,108
4,109,109
4,110,110
4,111,111
4,112,112
4,113,113
4,114,4
4,115,115
4,116,116
4,117,117
4,118,118
4,119,119
4,120,120
4,121,121
4,122,122
4,123,4
4,124,4
4,125,125
4,126,126
4,127,4
4,128,128
4,129,129
4,130,130
4,131,131
4,132,4
4,133,133
4,134,134
4,135,135
4,136,136
4,137,137
4,138,138
4,139,139
4,140,140
4,141,141
4,142,142
4,143,143
4,144,4
4,145,145
4,146,146
4,147,147
4,148,148
4,149,149
4,150,150
4,151,151
5,1,5
5,2,5
5,3,5
5,4,5
5,6,6
5,7,7
5,8,8
5,9,9
5,10,5
5,11,5
5,12,5
5,13,5
5,14,5
5,15,5
5,16,5
5,17,5
5,18,18
5,19,5
5,20,20
5,21,5
5,22,22
5,23,5
5,24,24
5,25,5
5,26,26
5,27,27
5,28,28
5,29,5
5,30,5
5,31,31
5,32,5
5,33,5
5,34,34
5,35,5
5,36,5
5,37,5
5,38,38
5,39,5
5,40,40
5,41,5
5,42,42
5,43,5
5,44,5
5,45,5
5,46,5
5,47,5
5,48,5
5,49,5
5,50,50
5,51,51
5,52,5
5,53,53
5,54,54
5,55,55
5,56,5
5,57,57
5,58,5
5,59,59
5,60,60
5,61,61
5,62,62
5,63,5
5,64,5
5,65,65
5,66,5
5,67,67
5,68,68
5,69,5
5,70,5
5,71,5
5,72,72
5,73,73
5,74,74
5,75,75
5,76,76
5,77,77
5,78,78
5,79,79
5,80,80
5,81,5
5,82,5
5,83,5
5,84,5
5,85,85
5,86,86
5,87,87
5,88,5
5,89,89
5,90,90
5,91,91
5,92,5
5,93,93
5,94,94
5,95,95
5,96,5
5,97,97
5,98,98
5,99,99
5,100,5
5,101,101
5,102,5
5,103,5
5,104,104
5,105,105
5,106,106
5,107,107
5,108,5
5,109,5
5,110,110
5,111,111
5,112,112
5,113,113
5,114,5
5,115,115
5,116,116
5,117,117
5,118,118
5,119,119
5,120,120
5,121,121
5,122,122
5,123,5
5,124,5
5,125,125
5,126,126
5,127,5
5,128,128
5,129,129
5,130,130
5,131,131
5,132,5
5,133,5
5,134,134
5,135,135
5,136,136
5,137,5
5,138,138
5,139,139
5,140,140
5,141,141
5,142,142
5,143,143
5,144,5
5,145,145
5,146,146
5,147,147
5,148,148
5,149,149
5,150,150
5,151,151
6,1,6
6,2,6
6,3,6
6,4,6
6,5,6
6,7,7
6,8,8
6,9,9
6,10,6
6,11,6
6,12,6
6,13,6
6,14,6
6,15,6
6,16,6
6,17,6
6,18,6
6,19,6
6,20,6
6,21,6
6,22,6
6,23,6
6,24,6
6,25,25
6,26,26
6,27,6
6,28,6
6,29,6
6,30,6
6,31,6
6,32,6
6,33,6
6,34,6
6,35,6
6,36,6
6,37,6
6,38,6
6,39,6
6,40,6
6,41,6
6,42,6
6,43,6
6,44,6
6,45,6
6,46,6
6,47,6
6,48,6
6,49,6
6,50,6
6,51,6
6,52,6
6,53,6
6,54,54
6,55,55
6,56,6
6,57,6
6,58,6
6,59,6
6,60,60
6,61,61
6,62,6
6,63,6
6,64,6
6,65,6
6,66,6
6,67,6
6,68,6
6,69,6
6,70,6
6,71,6
6,72,72
6,73,73
6,74,74
6,75,75
6,76,76
6,77,6
6,78,6
6,79,79
6,80,80
6,81,6
6,82,6
6,83,6
6,84,6
6,85,6
6,86,86
6,87,87
6,88,6
6,89,6
6,90,90
6,91,91
6,92,6
6,93,6
6,94,6
6,95,95
6,96,6
6,97,6
6,98,98
6,99,99
6,100,100
6,101,101
6,102,6
6,103,6
6,104,6
6,105,6
6,106,6
6,107,6
6,108,6
6,109,6
6,110,6
6,111,111
6,112,112
6,113,6
6,114,6
6,115,6
6,116,116
6,117,117
6,118,118
6,119,119
6,120,120
6,121,121
6,122,6
6,123,6
6,124,6
6,125,125
6,126,6
6,127,6
6,128,6
6,129,6
6,130,130
6,131,131
6,132,6
6,133,6
6,134,134
6,135,135
6,136,6
6,137,6
6,138,138
6,139,139
6,140,140
6,141,141
6,142,142
6,143,143
6,144,6
6,145,145
6,146,146
6,147,6
6,148,6
6,149,149
6,150,150
6,151,151
7,1,1
7,2,2
7,3,3
7,4,7
7,5,7
7,6,7
7,8,8
7,9,9
7,10,7
7,11,7
7,12,12
7,13,7
7,14,7
7,15,15
7,16,7
7,17,17
7,18,18
7,19,7
7,20,20
7,21,7
7,22,22
7,23,7
7,24,24
7,25,25
7,26,26
7,27,7
7,28,7
7,29,7
7,30,30
7,31,7
7,32,7
7,33,33
7,34,7
7,35,35
7,36,36
7,37,7
7,38,7
7,39,7
7,40,40
7,41,7
7,42,42
7,43,43
7,44,44
7,45,45
7,46,46
7,47,47
7,48,7
7,49,49
7,50,7
7,51,7
7,52,7
7,53,53
7,54,54
7,55,55
7,56,7
7,57,57
7,58,7
7,59,7
7,60,7
7,61,61
7,62,62
7,63,7
7,64,64
7,65,65
7,66,7
7,67,67
7,68,68
7,69,69
7,70,70
7,71,71
7,72,72
7,73,73
7,74,7
7,75,7
7,76,7
7,77,7
7,78,7
7,79,79
7,80,80
7,81,81
7,82,82
7,83,83
7,84,7
7,85,85
7,86,86
7,87,87
7,88,88
7,89,89
7,90,7
7,91,91
7,92,7
7,93,93
7,94,94
7,95,7
7,96,96
7,97,97
7,98,98
7,99,99
7,100,100
7,101,101
7,102,102
7,103,103
7,104,7
7,105,7
7,106,106
7,107,107
7,108,108
7,109,109
7,110,110
7,111,7
7,112,7
7,113,113
7,114,114
7,115,115
7,116,7
7,117,117
7,118,118
7,119,119
7,120,120
7,121,121
7,122,122
7,123,123
7,124,124
7,125,125
7,126,7
7,127,127
7,128,128
7,129,7
7,130,130
7,131,131
7,132,7
7,133,133
7,134,134
7,135,135
7,136,7
7,137,137
7,138,138
7,139,139
7,140,140
7,141,141
7,142,7
7,143,143
7,144,144
7,145,145
7,146,7
7,147,147
7,148,148
7,149,149
7,150,150
7,151,151
8,1,1
8,2,2
8,3,3
8,4,8
8,5,8
8,6,8
8,7,8
8,9,9
8,10,8
8,11,8
8,12,8
8,13,8
8,14,8
8,15,8
8,16,8
8,17,8
8,18,18
8,19,8
8,20,20
8,21,8
8,22,22
8,23,8
8,24,24
8,25,25
8,26,26
8,27,8
8,28,8
8,29,8
8,30,8
8,31,8
8,32,8
8,33,8
8,34,8
8,35,8
8,36,36
8,37,8
8,38,8
8,39,8
8,40,40
8,41,8
8,42,42
8,43,43
8,44,44
8,45,45
8,46,46
8,47,47
8,48,8
8,49,49
8,50,8
8,51,8
8,52,8
8,53,53
8,54,8
8,55,55
8,56,8
8,57,57
8,58,8
8,59,8
8,60,8
8,61,8
8,62,62
8,63,8
8,64,8
8,65,65
8,66,8
8,67,67
8,68,68
8,69,69
8,70,70
8,71,71
8,72,72
8,73,73
8,74,8
8,75,8
8,76,8
8,77,8
8,78,8
8,79,79
8,80,80
8,81,81
8,82,82
8,83,8
8,84,8
8,85,85
8,86,8
8,87,87
8,88,8
8,89,89
8,90,8
8,91,91
8,92,8
8,93,93
8,94,94
8,95,8
8,96,8
8,97,97
8,98,8
8,99,99
8,100,100
8,101,101
8,102,102
8,103,103
8,104,8
8,105,8
8,106,106
8,107,107
8,108,8
8,109,8
8,110,110
8,111,8
8,112,8
8,113,113
8,114,114
8,115,115
8,116,8
8,117,117
8,118,8
8,119,119
8,120,8
8,121,121
8,122,122
8,123,123
8,124,124
8,125,125
8,126,8
8,127,127
8,128,128
8,129,8
8,130,130
8,131,131
8,132,8
8,133,8
8,134,134
8,135,135
8,136,8
8,137,8
8,138,8
8,139,139
8,140,8
8,141,141
8,142,8
8,143,143
8,144,144
8,145,145
8,146,8
8,147,147
8,148,148
8,149,149
8,150,150
8,151,151
9,1,1
9,2,2
9,3,3
9,4,9
9,5,9
9,6,9
9,7,9
9,8,9
9,10,9
9,11,9
9,12,9
9,13,9
9,14,9
9,15,9
9,16,9
9,17,9
9,18,9
9,19,9
9,20,9
9,21,9
9,22,9
9,23,9
9,24,9
9,25,25
9,26,26
9,27,9
9,28,9
9,29,9
9,30,9
9,31,9
9,32,9
9,33,9
9,34,9
9,35,9
9,36,9
9,37,9
9,38,9
9,39,9
9,40,9
9,41,9
9,42,9
9,43,43
9,44,44
9,45,45
9,46,46
9,47,47
9,48,9
9,49,9
9,50,9
9,51,9
9,52,9
9,53,9
9,54,9
9,55,9
9,56,9
9,57,9
9,58,9
9,59,9
9,60,9
9,61,9
9,62,62
9,63,9
9,64,9
9,65,9
9,66,9
9,67,9
9,68,9
9,69,69
9,70,70
9,71,71
9,72,72
9,73,73
9,74,9
9,75,9
9,76,9
9,77,9
9,78,9
9,79,79
9,80,80
9,81,81
9,82,82
9,83,9
9,84,9
9,85,9
9,86,9
9,87,9
9,88,9
9,89,9
9,90,9
9,91,9
9,92,9
9,93,9
9,94,9
9,95,9
9,96,9
9,97,9
9,98,9
9,99,9
9,100,100
9,101,101
9,102,102
9,103,103
9,104,9
9,105,9
9,106,9
9,107,9
9,108,9
9,109,9
9,110,9
9,111,9
9,112,9
9,113,9
9,114,114
9,115,9
9,116,9
9,117,9
9,118,9
9,119,9
9,120,9
9,121,121
9,122,9
9,123,9
9,124,9
9,125,125
9,126,9
9,127,9
9,128,9
9,129,9
9,130,130
9,131,131
9,132,9
9,133,9
9,134,9
9,135,135
9,136,9
9,137,9
9,138,9
9,139,9
9,140,9
9,141,9
9,142,9
9,143,143
9,144,144
9,145,145
9,146,9
9,147,147
9,148,148
9,149,149
9,150,150
9,151,151
10,1,1
10,2,2
10,3,3
10,4,4
10,5,5
10,6,6
10,7,7
10,8,8
10,9,9
10,11,11
10,12,12
10,13,13
10,14,14
10,15,15
10,16,16
10,17,17
10,18,18
10,19,19
10,20,20
10,21,21
10,22,22
10,23,23
10,24,24
10,25,25
10,26,26
10,27,10
10,28,28
10,29,29
10,30,30
10,31,31
10,32,32
10,33,33
10,34,34
10,35,35
10,36,36
10,37,37
10,38,38
10,39,39
10,40,40
10,41,41
10,42,42
10,43,43
10,44,44
10,45,45
10,46,10
10,47,47
10,48,48
10,49,49
10,50,10
10,51,51
10,52,52
10,53,53
10,54,54
10,55,55
10,56,56
10,57,57
10,58,58
10,59,59
10,60,60
10,61,61
10,62,62
10,63,10
10,64,64
10,65,65
10,66,66
10,67,67
10,68,68
10,69,69
10,70,70
10,71,71
10,72,72
10,73,73
10,74,74
10,75,75
10,76,76
10,77,77
10,78,78
10,79,10
10,80,80
10,81,81
10,82,82
10,83,83
10,84,84
10,85,85
10,86,86
10,87,87
10,88,88
10,89,89
10,90,90
10,91,91
10,92,92
10,93,93
10,94,94
10,95,95
10,96,10
10,97,97
10,98,98
10,99,99
10,100,100
10,101,101
10,102,10
10,103,10
10,104,10
10,105,105
10,106,106
10,107,107
10,108,108
10,109,109
10,110,110
10,111,111
10,112,112
10,113,113
10,114,10
10,115,115
10,116,116
10,117,117
10,118,118
10,119,119
10,120,120
10,121,121
10,122,122
10,123,123
10,124,124
10,125,125
10,126,126
10,127,127
10,128,128
10,129,129
10,130,130
10,131,131
10,132,132
10,133,133
10,134,134
10,135,135
10,136,136
10,137,137
10,138,138
10,139,139
10,140,140
10,141,141
10,142,142
10,143,143
10,144,144
10,145,145
10,146,146
10,147,147
10,148,148
10,149,149
10,150,150
10,151,151
11,1,1
11,2,2
11,3,3
11,4,4
11,5,5
11,6,6
11,7,7
11,8,8
11,9,9
11,10,11
11,12,12
11,13,13
11,14,14
11,15,15
11,16,16
11,17,17
11,18,18
11,19,19
11,20,20
11,21,21
11,22,22
11,23,23
11,24,24
11,25,25
11,26,26
11,27,11
11,28,28
11,29,29
11,30,30
11,31,31
11,32,32
11,33,33
11,34,34
11,35,35
11,36,36
11,37,37
11,38,38
11,39,39
11,40,40
11,41,41
11,42,42
11,43,43
11,44,44
11,45,45
11,46,11
11,47,11
11,48,48
11,49,49
11,50,11
11,51,51
11,52,52
11,53,53
11,54,54
11,55,55
11,56,56
11,57,57
11,58,58
11,59,59
11,60,60
11,61,61
11,62,62
11,63,11
11,64,11
11,65,65
11,66,66
11,67,67
11,68,68
11,69,69
11,70,70
11,71,71
11,72,72
11,73,73
11,74,74
11,75,75
11,76,76
11,77,77
11,78,78
11,79,11
11,80,80
11,81,81
11,82,82
11,83,83
11,84,84
11,85,85
11,86,86
11,87,87
11,88,88
11,89,89
11,90,90
11,91,91
11,92,92
11,93,93
11,94,94
11,95,95
11,96,11
11,97,97
11,98,98
11,99,99
11,100,100
11,101,101
11,102,11
11,103,11
11,104,11
11,105,105
11,106,106
11,107,107
11,108,108
11,109,109
11,110,110
11,111,111
11,112,112
11,113,113
11,114,11
11,115,115
11,116,116
11,117,117
11,118,118
11,119,119
11,120,120
11,121,121
11,122,122
11,123,123
11,124,124
11,125,125
11,126,126
11,127,127
11,128,128
11,129,11
11,130,130
11,131,131
11,132,132
11,133,133
11,134,134
11,135,135
11,136,136
11,137,137
11,138,138
11,139,139
11,140,140
11,141,141
11,142,142
11,143,143
11,144,144
11,145,145
11,146,146
11,147,147
11,148,148
11,149,149
11,150,150
11,151,151
12,1,12
12,2,12
12,3,12
12,4,4
12,5,5
12,6,6
12,7,12
12,8,8
12,9,9
12,10,12
12,11,12
12,13,12
12,14,12
12,15,12
12,16,16
12,17,17
12,18,18
12,19,12
12,20,20
12,21,21
12,22,22
12,23,12
12,24,24
12,25,25
12,26,26
12,27,12
12,28,12
12,29,12
12,30,12
12,31,31
12,32,12
12,33,12
12,34,34
12,35,12
12,36,36
12,37,37
12,38,38
12,39,12
12,40,40
12,41,41
12,42,42
12,43,12
12,44,12
12,45,12
12,46,12
12,47,12
12,48,12
12,49,12
12,50,12
12,51,12
12,52,12
12,53,53
12,54,12
12,55,55
12,56,12
12,57,12
12,58,58
12,59,59
12,60,12
12,61,12
12,62,12
12,63,12
12,64,12
12,65,12
12,66,12
12,67,12
12,68,12
12,69,12
12,70,12
12,71,12
12,72,12
12,73,73
12,74,74
12,75,75
12,76,76
12,77,77
12,78,78
12,79,12
12,80,12
12,81,81
12,82,82
12,83,83
12,84,84
12,85,85
12,86,12
12,87,87
12,88,12
12,89,89
12,90,12
12,91,91
12,92,12
12,93,93
12,94,94
12,95,95
12,96,12
12,97,12
12,98,12
12,99,99
12,100,100
12,101,101
12,102,12
12,103,12
12,104,12
12,105,12
12,106,12
12,107,12
12,108,12
12,109,12
12,110,110
12,111,111
12,112,112
12,113,113
12,114,12
12,115,115
12,116,12
12,117,117
12,118,12
12,119,119
12,120,12
12,121,12
12,122,122
12,123,123
12,124,124
12,125,125
12,126,126
12,127,12
12,128,128
12,129,12
12,130,130
12,131,131
12,132,12
12,133,12
12,134,134
12,135,135
12,136,136
12,137,137
12,138,138
12,139,139
12,140,140
12,141,141
12,142,142
12,143,143
12,144,144
12,145,145
12,146,146
12,147,12
12,148,148
12,149,149
12,150,12
12,151,12
13,1,13
13,2,2
13,3,3
13,4,4
13,5,5
13,6,6
13,7,7
13,8,8
13,9,9
13,10,13
13,11,13
13,12,12
13,14,14
13,15,15
13,16,16
13,17,17
13,18,18
13,19,19
13,20,20
13,21,21
13,22,22
13,23,23
13,24,24
13,25,25
13,26,26
13,27,27
13,28,28
13,29,29
13,30,30
13,31,31
13,32,32
13,33,33
13,34,34
13,35,13
13,36,13
13,37,37
13,38,38
13,39,13
13,40,40
13,41,41
13,42,42
13,43,13
13,44,44
13,45,45
13,46,13
13,47,13
13,48,48
13,49,49
13,50,50
13,51,51
13,52,52
13,53,53
13,54,54
13,55,55
13,56,13
13,57,13
13,58,58
13,59,59
13,60,60
13,61,61
13,62,62
13,63,63
13,64,64
13,65,65
13,66,13
13,67,13
13,68,13
13,69,13
13,70,70
13,71,71
13,72,72
13,73,73
13,74,74
13,75,75
13,76,76
13,77,77
13,78,78
13,79,79
13,80,80
13,81,81
13,82,82
13,83,83
13,84,84
13,85,85
13,86,86
13,87,87
13,88,88
13,89,89
13,90,90
13,91,91
13,92,92
13,93,93
13,94,94
13,95,95
13,96,96
13,97,97
13,98,98
13,99,99
13,100,100
13,101,101
13,102,13
13,103,103
13,104,104
13,105,105
13,106,13
13,107,13
13,108,108
13,109,109
13,110,110
13,111,111
13,112,112
13,113,113
13,114,13
13,115,115
13,116,116
13,117,117
13,118,118
13,119,119
13,120,120
13,121,121
13,122,122
13,123,123
13,124,124
13,125,125
13,126,126
13,127,127
13,128,128
13,129,129
13,130,130
13,131,131
13,132,132
13,133,133
13,134,134
13,135,135
13,136,136
13,137,137
13,138,138
13,139,139
13,140,140
13,141,141
13,142,142
13,143,143
13,144,144
13,145,145
13,146,146
13,147,147
13,148,148
13,149,149
13,150,150
13,151,151
14,1,14
14,2,14
14,3,3
14,4,4
14,5,5
14,6,6
14,7,7
14,8,8
14,9,9
14,10,14
14,11,14
14,12,12
14,13,14
14,15,15
14,16,16
14,17,17
14,18,18
14,19,19
14,20,20
14,21,21
14,22,22
14,23,23
14,24,24
14,25,25
14,26,26
14,27,27
14,28,28
14,29,29
14,30,30
14,31,31
14,32,32
14,33,33
14,34,34
14,35,14
14,36,14
14,37,37
14,38,38
14,39,14
14,40,40
14,41,41
14,42,42
14,43,14
14,44,14
14,45,45
14,46,14
14,47,14
14,48,48
14,49,49
14,50,50
14,51,51
14,52,52
14,53,53
14,54,54
14,55,55
14,56,14
14,57,14
14,58,58
14,59,59
14,60,60
14,61,61
14,62,62
14,63,63
14,64,64
14,65,65
14,66,14
14,67,14
14,68,14
14,69,14
14,70,14
14,71,71
14,72,72
14,73,73
14,74,74
14,75,75
14,76,76
14,77,77
14,78,78
14,79,79
14,80,80
14,81,81
14,82,82
14,83,83
14,84,84
14,85,85
14,86,86
14,87,87
14,88,88
14,89,89
14,90,90
14,91,91
14,92,92
14,93,93
14,94,94
14,95,95
14,96,96
14,97,97
14,98,98
14,99,99
14,100,100
14,101,101
14,102,14
14,103,103
14,104,104
14,105,105
14,106,14
14,107,14
14,108,108
14,109,109
14,110,110
14,111,111
14,112,112
14,113,113
14,114,14
14,115,115
14,116,116
14,117,117
14,118,118
14,119,119
14,120,120
14,121,121
14,122,122
14,123,123
14,124,124
14,125,125
14,126,126
14,127,127
14,128,128
14,129,14
14,130,130
14,131,131
14,132,132
14,133,133
14,134,134
14,135,135
14,136,136
14,137,137
14,138,138
14,139,139
14,140,140
14,141,141
14,142,142
14,143,143
14,144,144
14,145,145
14,146,146
14,147,147
14,148,148
14,149,149
14,150,150
14,151,151
15,1,15
15,2,15
15,3,15
15,4,4
15,5,5
15,6,6
15,7,15
15,8,8
15,9,9
15,10,15
15,11,15
15,12,12
15,13,15
15,14,15
15,16,16
15,17,17
15,18,18
15,19,15
15,20,20
15,21,21
15,22,22
15,23,15
15,24,24
15,25,15
15,26,26
15,27,15
15,28,28
15,29,15
15,30,15
15,31,31
15,32,15
15,33,15
15,34,34
15,35,15
15,36,15
15,37,37
15,38,38
15,39,15
15,40,15
15,41,41
15,42,42
15,43,15
15,44,15
15,45,15
15,46,15
15,47,15
15,48,15
15,49,49
15,50,15
15,51,51
15,52,15
15,53,53
15,54,15
15,55,55
15,56,15
15,57,15
15,58,58
15,59,59
15,60,15
15,61,15
15,62,62
15,63,15
15,64,64
15,65,65
15,66,15
15,67,15
15,68,15
15,69,15
15,70,15
15,71,15
15,72,72
15,73,73
15,74,74
15,75,75
15,76,76
15,77,77
15,78,78
15,79,15
15,80,80
15,81,81
15,82,82
15,83,83
15,84,84
15,85,85
15,86,15
15,87,87
15,88,15
15,89,89
15,90,15
15,91,91
15,92,92
15,93,93
15,94,94
15,95,95
15,96,15
15,97,97
15,98,15
15,99,99
15,100,15
15,101,101
15,102,15
15,103,15
15,104,15
15,105,105
15,106,15
15,107,15
15,108,15
15,109,15
15,110,110
15,111,111
15,112,112
15,113,113
15,114,15
15,115,115
15,116,15
15,117,117
15,118,15
15,119,119
15,120,15
15,121,121
15,122,122
15,123,123
15,124,124
15,125,125
15,126,126
15,127,15
15,128,128
15,129,15
15,130,130
15,131,131
15,132,15
15,133,15
15,134,134
15,135,135
15,136,136
15,137,137
15,138,138
15,139,139
15,140,140
15,141,141
15,142,142
15,143,143
15,144,144
15,145,145
15,146,146
15,147,15
15,148,148
15,149,149
15,150,150
15,151,151
16,1,16
16,2,16
16,3,3
16,4,4
16,5,5
16,6,6
16,7,7
16,8,8
16,9,9
16,10,16
16,11,16
16,12,16
16,13,16
16,14,16
16,15,16
16,17,17
16,18,18
16,19,19
16,20,20
16,21,21
16,22,22
16,23,23
16,24,24
16,25,25
16,26,26
16,27,16
16,28,16
16,29,29
16,30,30
16,31,31
16,32,32
16,33,33
16,34,34
16,35,35
16,36,36
16,37,37
16,38,38
16,39,39
16,40,40
16,41,16
16,42,42
16,43,16
16,44,16
16,45,16
16,46,16
16,47,16
16,48,16
16,49,16
16,50,16
16,51,16
16,52,52
16,53,53
16,54,54
16,55,55
16,56,16
16,57,16
16,58,58
16,59,59
16,60,60
16,61,61
16,62,62
16,63,63
16,64,64
16,65,65
16,66,16
16,67,16
16,68,68
16,69,16
16,70,16
16,71,16
16,72,72
16,73,73
16,74,74
16,75,75
16,76,76
16,77,77
16,78,78
16,79,79
