Did_Poke1_Win,Poke_1_HP,Poke_1_Attack,Poke_1_Defense,Poke_1_Sp_Attack,Poke_1_Sp_Defense,Poke_1_Speed,Poke_2_HP,Poke_2_Attack,Poke_2_Defense,Poke_2_Sp_Attack,Poke_2_Sp_Defense,Poke_2_Speed
0,50,85,55,65,65,90,100,100,100,100,100,100
0,80,120,130,55,65,45,100,100,100,100,100,100
0,55,95,115,45,45,35,100,100,100,100,100,100
0,40,80,100,30,30,20,100,100,100,100,100,100
0,80,70,65,80,120,100,100,100,100,100,100,100
0,40,40,35,50,100,70,100,100,100,100,100,100
0,80,105,65,100,70,70,100,100,100,100,100,100
0,65,90,50,85,45,55,100,100,100,100,100,100
0,50,75,35,70,30,40,100,100,100,100,100,100
0,90,130,80,65,85,55,100,100,100,100,100,100
0,80,100,70,50,60,45,100,100,100,100,100,100
0,70,80,50,35,35,35,100,100,100,100,100,100
0,55,50,45,135,95,120,100,100,100,100,100,100
0,40,35,30,120,70,105,100,100,100,100,100,100
0,25,20,15,105,55,90,100,100,100,100,100,100
0,90,95,95,70,90,70,100,100,100,100,100,100
0,65,65,65,50,50,90,100,100,100,100,100,100
0,40,50,40,40,40,90,100,100,100,100,100,100
0,90,110,80,100,80,95,100,100,100,100,100,100
0,55,70,45,70,50,60,100,100,100,100,100,100
0,65,105,60,60,70,95,100,100,100,100,100,100
0,40,80,35,35,45,70,100,100,100,100,100,100
0,80,82,78,95,80,85,100,100,100,100,100,100
0,50,52,48,65,50,55,100,100,100,100,100,100
0,65,70,60,65,65,115,100,100,100,100,100,100
0,40,45,35,40,40,90,100,100,100,100,100,100
0,35,100,50,50,70,120,100,100,100,100,100,100
0,10,55,25,35,45,95,100,100,100,100,100,100
0,70,65,60,90,75,90,100,100,100,100,100,100
0,60,55,50,40,55,45,100,100,100,100,100,100
0,60,95,80,60,80,30,100,100,100,100,100,100
0,35,70,55,45,55,25,100,100,100,100,100,100
0,75,80,85,110,90,50,100,100,100,100,100,100
0,60,65,70,85,75,40,100,100,100,100,100,100
0,45,50,55,75,65,30,100,100,100,100,100,100
0,75,80,70,65,75,90,100,100,100,100,100,100
0,40,45,35,30,40,55,100,100,100,100,100,100
0,140,70,45,85,50,45,100,100,100,100,100,100
0,115,45,20,45,25,20,100,100,100,100,100,100
0,73,76,75,81,100,100,100,100,100,100,100,100
0,38,41,40,50,65,65,100,100,100,100,100,100
0,95,70,73,95,90,60,100,100,100,100,100,100
0,70,45,48,60,65,35,100,100,100,100,100,100
0,81,102,77,85,75,85,100,100,100,100,100,100
0,61,72,57,55,55,65,100,100,100,100,100,100
0,46,57,40,40,40,50,100,100,100,100,100,100
0,90,92,87,75,85,76,100,100,100,100,100,100
0,70,62,67,55,55,56,100,100,100,100,100,100
0,55,47,52,40,40,41,100,100,100,100,100,100
0,75,100,110,45,55,65,100,100,100,100,100,100
0,50,75,85,20,30,40,100,100,100,100,100,100
0,60,90,55,90,80,110,100,100,100,100,100,100
0,35,55,40,50,50,90,100,100,100,100,100,100
0,60,95,69,65,79,80,100,100,100,100,100,100
0,35,60,44,40,54,55,100,100,100,100,100,100
0,65,90,65,61,61,100,100,100,100,100,100,100
0,40,60,30,31,31,70,100,100,100,100,100,100
0,55,81,60,50,70,97,100,100,100,100,100,100
0,30,56,35,25,35,72,100,100,100,100,100,100
0,83,80,75,70,70,101,100,100,100,100,100,100
0,63,60,55,50,50,71,100,100,100,100,100,100
0,40,45,40,35,35,56,100,100,100,100,100,100
0,65,90,40,45,80,75,100,100,100,100,100,100
0,45,25,50,25,25,35,100,100,100,100,100,100
0,40,35,30,20,20,50,100,100,100,100,100,100
0,60,45,50,90,80,70,100,100,100,100,100,100
0,50,20,55,25,25,30,100,100,100,100,100,100
0,45,30,35,20,20,45,100,100,100,100,100,100
0,79,83,100,85,105,78,100,100,100,100,100,100
0,59,63,80,65,80,58,100,100,100,100,100,100
0,44,48,65,50,64,43,100,100,100,100,100,100
0,78,84,78,109,85,100,100,100,100,100,100,100
0,58,64,58,80,65,80,100,100,100,100,100,100
0,39,52,43,60,50,65,100,100,100,100,100,100
0,80,82,83,100,100,80,100,100,100,100,100,100
0,60,62,63,80,80,60,100,100,100,100,100,100
0,45,49,49,65,65,45,100,100,100,100,100,100
0,100,100,100,100,100,100,106,110,90,154,90,130
0,91,134,95,100,100,80,106,110,90,154,90,130
0,61,84,65,70,70,70,106,110,90,154,90,130
0,41,64,45,50,50,50,106,110,90,154,90,130
0,90,100,90,125,85,90,106,110,90,154,90,130
0,90,90,85,125,90,100,106,110,90,154,90,130
0,90,85,100,95,125,85,106,110,90,154,90,130
0,160,110,65,65,110,30,106,110,90,154,90,130
0,80,105,65,60,75,130,106,110,90,154,90,130
0,60,115,105,65,70,80,106,110,90,154,90,130
0,30,80,90,55,45,55,106,110,90,154,90,130
0,70,60,125,115,70,55,106,110,90,154,90,130
0,35,40,100,90,55,35,106,110,90,154,90,130
0,65,60,70,85,75,40,106,110,90,154,90,130
0,65,130,60,95,110,65,106,110,90,154,90,130
0,65,65,60,110,95,130,106,110,90,154,90,130
0,130,65,60,110,95,65,106,110,90,154,90,130
0,55,55,50,45,65,55,106,110,90,154,90,130
0,48,48,48,48,48,48,106,110,90,154,90,130
0,130,85,80,85,95,60,106,110,90,154,90,130
0,95,125,79,60,100,81,106,110,90,154,90,130
0,20,10,55,15,20,80,106,110,90,154,90,130
0,75,100,95,40,70,110,106,110,90,154,90,130
0,65,125,100,55,70,85,106,110,90,154,90,130
0,65,95,57,100,85,93,106,110,90,154,90,130
0,65,83,57,95,85,105,106,110,90,154,90,130
0,65,50,35,115,95,95,106,110,90,154,90,130
0,70,110,80,55,80,105,106,110,90,154,90,130
0,40,45,65,100,120,90,106,110,90,154,90,130
0,60,75,85,100,85,115,106,110,90,154,90,130
0,30,45,55,70,55,85,106,110,90,154,90,130
0,80,92,65,65,80,68,106,110,90,154,90,130
0,45,67,60,35,50,63,106,110,90,154,90,130
0,55,65,95,95,45,85,106,110,90,154,90,130
0,30,40,70,70,25,60,106,110,90,154,90,130
0,105,95,80,40,80,90,106,110,90,154,90,130
0,65,55,115,100,40,60,106,110,90,154,90,130
0,250,5,5,35,105,50,106,110,90,154,90,130
0,105,130,120,45,45,40,106,110,90,154,90,130
0,80,85,95,30,30,25,106,110,90,154,90,130
0,65,90,120,85,70,60,106,110,90,154,90,130
0,40,65,95,60,45,35,106,110,90,154,90,130
0,90,55,75,60,75,30,106,110,90,154,90,130
0,50,105,79,35,110,76,106,110,90,154,90,130
0,50,120,53,35,110,87,106,110,90,154,90,130
0,60,80,110,50,80,45,106,110,90,154,90,130
0,50,50,95,40,50,35,106,110,90,154,90,130
0,95,95,85,125,75,55,106,110,90,154,90,130
0,60,40,80,60,45,40,106,110,90,154,90,130
0,60,50,70,80,80,150,106,110,90,154,90,130
0,40,30,50,55,55,100,106,110,90,154,90,130
0,55,130,115,50,50,75,106,110,90,154,90,130
0,30,105,90,25,25,50,106,110,90,154,90,130
0,85,73,70,73,115,67,106,110,90,154,90,130
0,60,48,45,43,90,42,106,110,90,154,90,130
0,35,45,160,30,45,70,106,110,90,154,90,130
0,60,65,60,130,75,110,106,110,90,154,90,130
0,45,50,45,115,55,95,106,110,90,154,90,130
0,30,35,30,100,35,80,106,110,90,154,90,130
0,50,95,180,85,45,70,106,110,90,154,90,130
0,30,65,100,45,25,40,106,110,90,154,90,130
0,105,105,75,65,100,50,106,110,90,154,90,130
0,80,80,50,40,50,25,106,110,90,154,90,130
0,90,70,80,70,95,70,106,110,90,154,90,130
0,65,45,55,45,70,45,106,110,90,154,90,130
0,60,110,70,60,60,110,106,110,90,154,90,130
0,35,85,45,35,35,75,106,110,90,154,90,130
0,52,90,55,58,62,60,106,110,90,154,90,130
0,50,60,95,120,70,70,106,110,90,154,90,130
0,25,35,70,95,55,45,106,110,90,154,90,130
0,95,75,110,100,80,30,106,110,90,154,90,130
0,90,65,65,40,40,15,106,110,90,154,90,130
0,65,100,70,80,80,105,106,110,90,154,90,130
0,50,85,55,65,65,90,106,110,90,154,90,130
0,80,120,130,55,65,45,106,110,90,154,90,130
0,55,95,115,45,45,35,106,110,90,154,90,130
0,40,80,100,30,30,20,106,110,90,154,90,130
0,80,70,65,80,120,100,106,110,90,154,90,130
0,40,40,35,50,100,70,106,110,90,154,90,130
0,80,105,65,100,70,70,106,110,90,154,90,130
0,65,90,50,85,45,55,106,110,90,154,90,130
0,50,75,35,70,30,40,106,110,90,154,90,130
0,90,130,80,65,85,55,106,110,90,154,90,130
0,80,100,70,50,60,45,106,110,90,154,90,130
0,70,80,50,35,35,35,106,110,90,154,90,130
0,55,50,45,135,95,120,106,110,90,154,90,130
0,40,35,30,120,70,105,106,110,90,154,90,130
0,25,20,15,105,55,90,106,110,90,154,90,130
0,90,95,95,70,90,70,106,110,90,154,90,130
0,65,65,65,50,50,90,106,110,90,154,90,130
0,40,50,40,40,40,90,106,110,90,154,90,130
0,90,110,80,100,80,95,106,110,90,154,90,130
0,55,70,45,70,50,60,106,110,90,154,90,130
0,65,105,60,60,70,95,106,110,90,154,90,130
0,40,80,35,35,45,70,106,110,90,154,90,130
0,80,82,78,95,80,85,106,110,90,154,90,130
0,50,52,48,65,50,55,106,110,90,154,90,130
0,65,70,60,65,65,115,106,110,90,154,90,130
0,40,45,35,40,40,90,106,110,90,154,90,130
0,35,100,50,50,70,120,106,110,90,154,90,130
0,10,55,25,35,45,95,106,110,90,154,90,130
0,70,65,60,90,75,90,106,110,90,154,90,130
0,60,55,50,40,55,45,106,110,90,154,90,130
0,60,95,80,60,80,30,106,110,90,154,90,130
0,35,70,55,45,55,25,106,110,90,154,90,130
0,75,80,85,110,90,50,106,110,90,154,90,130
0,60,65,70,85,75,40,106,110,90,154,90,130
0,45,50,55,75,65,30,106,110,90,154,90,130
0,75,80,70,65,75,90,106,110,90,154,90,130
0,40,45,35,30,40,55,106,110,90,154,90,130
0,140,70,45,85,50,45,106,110,90,154,90,130
0,115,45,20,45,25,20,106,110,90,154,90,130
0,73,76,75,81,100,100,106,110,90,154,90,130
0,38,41,40,50,65,65,106,110,90,154,90,130
0,95,70,73,95,90,60,106,110,90,154,90,130
0,70,45,48,60,65,35,106,110,90,154,90,130
0,81,102,77,85,75,85,106,110,90,154,90,130
0,61,72,57,55,55,65,106,110,90,154,90,130
0,46,57,40,40,40,50,106,110,90,154,90,130
0,90,92,87,75,85,76,106,110,90,154,90,130
0,70,62,67,55,55,56,106,110,90,154,90,130
0,55,47,52,40,40,41,106,110,90,154,90,130
0,75,100,110,45,55,65,106,110,90,154,90,130
0,50,75,85,20,30,40,106,110,90,154,90,130
0,60,90,55,90,80,110,106,110,90,154,90,130
0,35,55,40,50,50,90,106,110,90,154,90,130
0,60,95,69,65,79,80,106,110,90,154,90,130
0,35,60,44,40,54,55,106,110,90,154,90,130
0,65,90,65,61,61,100,106,110,90,154,90,130
0,40,60,30,31,31,70,106,110,90,154,90,130
0,55,81,60,50,70,97,106,110,90,154,90,130
0,30,56,35,25,35,72,106,110,90,154,90,130
0,83,80,75,70,70,101,106,110,90,154,90,130
0,63,60,55,50,50,71,106,110,90,154,90,130
0,40,45,40,35,35,56,106,110,90,154,90,130
0,65,90,40,45,80,75,106,110,90,154,90,130
0,45,25,50,25,25,35,106,110,90,154,90,130
0,40,35,30,20,20,50,106,110,90,154,90,130
0,60,45,50,90,80,70,106,110,90,154,90,130
0,50,20,55,25,25,30,106,110,90,154,90,130
0,45,30,35,20,20,45,106,110,90,154,90,130
0,79,83,100,85,105,78,106,110,90,154,90,130
0,59,63,80,65,80,58,106,110,90,154,90,130
0,44,48,65,50,64,43,106,110,90,154,90,130
0,78,84,78,109,85,100,106,110,90,154,90,130
0,58,64,58,80,65,80,106,110,90,154,90,130
0,39,52,43,60,50,65,106,110,90,154,90,130
0,80,82,83,100,100,80,106,110,90,154,90,130
0,60,62,63,80,80,60,106,110,90,154,90,130
0,45,49,49,65,65,45,106,110,90,154,90,130
0,100,100,100,100,100,100,91,134,95,100,100,80
1,106,110,90,154,90,130,91,134,95,100,100,80
0,61,84,65,70,70,70,91,134,95,100,100,80
0,41,64,45,50,50,50,91,134,95,100,100,80
0,90,100,90,125,85,90,91,134,95,100,100,80
0,90,90,85,125,90,100,91,134,95,100,100,80
0,90,85,100,95,125,85,91,134,95,100,100,80
0,160,110,65,65,110,30,91,134,95,100,100,80
0,80,105,65,60,75,130,91,134,95,100,100,80
0,60,115,105,65,70,80,91,134,95,100,100,80
0,30,80,90,55,45,55,91,134,95,100,100,80
0,70,60,125,115,70,55,91,134,95,100,100,80
0,35,40,100,90,55,35,91,134,95,100,100,80
0,65,60,70,85,75,40,91,134,95,100,100,80
0,65,130,60,95,110,65,91,134,95,100,100,80
0,65,65,60,110,95,130,91,134,95,100,100,80
0,130,65,60,110,95,65,91,134,95,100,100,80
0,55,55,50,45,65,55,91,134,95,100,100,80
0,48,48,48,48,48,48,91,134,95,100,100,80
0,130,85,80,85,95,60,91,134,95,100,100,80
0,95,125,79,60,100,81,91,134,95,100,100,80
0,20,10,55,15,20,80,91,134,95,100,100,80
0,75,100,95,40,70,110,91,134,95,100,100,80
0,65,125,100,55,70,85,91,134,95,100,100,80
0,65,95,57,100,85,93,91,134,95,100,100,80
0,65,83,57,95,85,105,91,134,95,100,100,80
0,65,50,35,115,95,95,91,134,95,100,100,80
0,70,110,80,55,80,105,91,134,95,100,100,80
0,40,45,65,100,120,90,91,134,95,100,100,80
0,60,75,85,100,85,115,91,134,95,100,100,80
0,30,45,55,70,55,85,91,134,95,100,100,80
0,80,92,65,65,80,68,91,134,95,100,100,80
0,45,67,60,35,50,63,91,134,95,100,100,80
0,55,65,95,95,45,85,91,134,95,100,100,80
0,30,40,70,70,25,60,91,134,95,100,100,80
0,105,95,80,40,80,90,91,134,95,100,100,80
0,65,55,115,100,40,60,91,134,95,100,100,80
0,250,5,5,35,105,50,91,134,95,100,100,80
0,105,130,120,45,45,40,91,134,95,100,100,80
0,80,85,95,30,30,25,91,134,95,100,100,80
0,65,90,120,85,70,60,91,134,95,100,100,80
0,40,65,95,60,45,35,91,134,95,100,100,80
0,90,55,75,60,75,30,91,134,95,100,100,80
0,50,105,79,35,110,76,91,134,95,100,100,80
0,50,120,53,35,110,87,91,134,95,100,100,80
0,60,80,110,50,80,45,91,134,95,100,100,80
0,50,50,95,40,50,35,91,134,95,100,100,80
0,95,95,85,125,75,55,91,134,95,100,100,80
0,60,40,80,60,45,40,91,134,95,100,100,80
0,60,50,70,80,80,150,91,134,95,100,100,80
0,40,30,50,55,55,100,91,134,95,100,100,80
0,55,130,115,50,50,75,91,134,95,100,100,80
0,30,105,90,25,25,50,91,134,95,100,100,80
0,85,73,70,73,115,67,91,134,95,100,100,80
0,60,48,45,43,90,42,91,134,95,100,100,80
0,35,45,160,30,45,70,91,134,95,100,100,80
0,60,65,60,130,75,110,91,134,95,100,100,80
0,45,50,45,115,55,95,91,134,95,100,100,80
0,30,35,30,100,35,80,91,134,95,100,100,80
0,50,95,180,85,45,70,91,134,95,100,100,80
0,30,65,100,45,25,40,91,134,95,100,100,80
0,105,105,75,65,100,50,91,134,95,100,100,80
0,80,80,50,40,50,25,91,134,95,100,100,80
0,90,70,80,70,95,70,91,134,95,100,100,80
0,65,45,55,45,70,45,91,134,95,100,100,80
0,60,110,70,60,60,110,91,134,95,100,100,80
0,35,85,45,35,35,75,91,134,95,100,100,80
0,52,90,55,58,62,60,91,134,95,100,100,80
0,50,60,95,120,70,70,91,134,95,100,100,80
0,25,35,70,95,55,45,91,134,95,100,100,80
0,95,75,110,100,80,30,91,134,95,100,100,80
0,90,65,65,40,40,15,91,134,95,100,100,80
0,65,100,70,80,80,105,91,134,95,100,100,80
0,50,85,55,65,65,90,91,134,95,100,100,80
0,80,120,130,55,65,45,91,134,95,100,100,80
0,55,95,115,45,45,35,91,134,95,100,100,80
0,40,80,100,30,30,20,91,134,95,100,100,80
0,80,70,65,80,120,100,91,134,95,100,100,80
0,40,40,35,50,100,70,91,134,95,100,100,80
0,80,105,65,100,70,70,91,134,95,100,100,80
0,65,90,50,85,45,55,91,134,95,100,100,80
0,50,75,35,70,30,40,91,134,95,100,100,80
0,90,130,80,65,85,55,91,134,95,100,100,80
0,80,100,70,50,60,45,91,134,95,100,100,80
0,70,80,50,35,35,35,91,134,95,100,100,80
0,55,50,45,135,95,120,91,134,95,100,100,80
0,40,35,30,120,70,105,91,134,95,100,100,80
0,25,20,15,105,55,90,91,134,95,100,100,80
0,90,95,95,70,90,70,91,134,95,100,100,80
0,65,65,65,50,50,90,91,134,95,100,100,80
0,40,50,40,40,40,90,91,134,95,100,100,80
0,90,110,80,100,80,95,91,134,95,100,100,80
0,55,70,45,70,50,60,91,134,95,100,100,80
0,65,105,60,60,70,95,91,134,95,100,100,80
0,40,80,35,35,45,70,91,134,95,100,100,80
0,80,82,78,95,80,85,91,134,95,100,100,80
0,50,52,48,65,50,55,91,134,95,100,100,80
0,65,70,60,65,65,115,91,134,95,100,100,80
0,40,45,35,40,40,90,91,134,95,100,100,80
0,35,100,50,50,70,120,91,134,95,100,100,80
0,10,55,25,35,45,95,91,134,95,100,100,80
0,70,65,60,90,75,90,91,134,95,100,100,80
0,60,55,50,40,55,45,91,134,95,100,100,80
0,60,95,80,60,80,30,91,134,95,100,100,80
0,35,70,55,45,55,25,91,134,95,100,100,80
0,75,80,85,110,90,50,91,134,95,100,100,80
0,60,65,70,85,75,40,91,134,95,100,100,80
0,45,50,55,75,65,30,91,134,95,100,100,80
0,75,80,70,65,75,90,91,134,95,100,100,80
0,40,45,35,30,40,55,91,134,95,100,100,80
0,140,70,45,85,50,45,91,134,95,100,100,80
0,115,45,20,45,25,20,91,134,95,100,100,80
0,73,76,75,81,100,100,91,134,95,100,100,80
0,38,41,40,50,65,65,91,134,95,100,100,80
0,95,70,73,95,90,60,91,134,95,100,100,80
0,70,45,48,60,65,35,91,134,95,100,100,80
0,81,102,77,85,75,85,91,134,95,100,100,80
0,61,72,57,55,55,65,91,134,95,100,100,80
0,46,57,40,40,40,50,91,134,95,100,100,80
0,90,92,87,75,85,76,91,134,95,100,100,80
0,70,62,67,55,55,56,91,134,95,100,100,80
0,55,47,52,40,40,41,91,134,95,100,100,80
0,75,100,110,45,55,65,91,134,95,100,100,80
0,50,75,85,20,30,40,91,134,95,100,100,80
0,60,90,55,90,80,110,91,134,95,100,100,80
0,35,55,40,50,50,90,91,134,95,100,100,80
0,60,95,69,65,79,80,91,134,95,100,100,80
0,35,60,44,40,54,55,91,134,95,100,100,80
0,65,90,65,61,61,100,91,134,95,100,100,80
0,40,60,30,31,31,70,91,134,95,100,100,80
0,55,81,60,50,70,97,91,134,95,100,100,80
0,30,56,35,25,35,72,91,134,95,100,100,80
0,83,80,75,70,70,101,91,134,95,100,100,80
0,63,60,55,50,50,71,91,134,95,100,100,80
0,40,45,40,35,35,56,91,134,95,100,100,80
0,65,90,40,45,80,75,91,134,95,100,100,80
0,45,25,50,25,25,35,91,134,95,100,100,80
0,40,35,30,20,20,50,91,134,95,100,100,80
0,60,45,50,90,80,70,91,134,95,100,100,80
0,50,20,55,25,25,30,91,134,95,100,100,80
0,45,30,35,20,20,45,91,134,95,100,100,80
0,79,83,100,85,105,78,91,134,95,100,100,80
0,59,63,80,65,80,58,91,134,95,100,100,80
0,44,48,65,50,64,43,91,134,95,100,100,80
0,78,84,78,109,85,100,91,134,95,100,100,80
0,58,64,58,80,65,80,91,134,95,100,100,80
0,39,52,43,60,50,65,91,134,95,100,100,80
0,80,82,83,100,100,80,91,134,95,100,100,80
0,60,62,63,80,80,60,91,134,95,100,100,80
0,45,49,49,65,65,45,91,134,95,100,100,80
1,100,100,100,100,100,100,61,84,65,70,70,70
1,106,110,90,154,90,130,61,84,65,70,70,70
1,91,134,95,100,100,80,61,84,65,70,70,70
0,41,64,45,50,50,50,61,84,65,70,70,70
1,90,100,90,125,85,90,61,84,65,70,70,70
1,90,90,85,125,90,100,61,84,65,70,70,70
1,90,85,100,95,125,85,61,84,65,70,70,70
1,160,110,65,65,110,30,61,84,65,70,70,70
1,80,105,65,60,75,130,61,84,65,70,70,70
1,60,115,105,65,70,80,61,84,65,70,70,70
0,30,80,90,55,45,55,61,84,65,70,70,70
1,70,60,125,115,70,55,61,84,65,70,70,70
0,35,40,100,90,55,35,61,84,65,70,70,70
0,65,60,70,85,75,40,61,84,65,70,70,70
1,65,130,60,95,110,65,61,84,65,70,70,70
1,65,65,60,110,95,130,61,84,65,70,70,70
1,130,65,60,110,95,65,61,84,65,70,70,70
0,55,55,50,45,65,55,61,84,65,70,70,70
0,48,48,48,48,48,48,61,84,65,70,70,70
1,130,85,80,85,95,60,61,84,65,70,70,70
1,95,125,79,60,100,81,61,84,65,70,70,70
0,20,10,55,15,20,80,61,84,65,70,70,70
1,75,100,95,40,70,110,61,84,65,70,70,70
1,65,125,100,55,70,85,61,84,65,70,70,70
1,65,95,57,100,85,93,61,84,65,70,70,70
1,65,83,57,95,85,105,61,84,65,70,70,70
1,65,50,35,115,95,95,61,84,65,70,70,70
1,70,110,80,55,80,105,61,84,65,70,70,70
1,40,45,65,100,120,90,61,84,65,70,70,70
1,60,75,85,100,85,115,61,84,65,70,70,70
0,30,45,55,70,55,85,61,84,65,70,70,70
1,80,92,65,65,80,68,61,84,65,70,70,70
0,45,67,60,35,50,63,61,84,65,70,70,70
1,55,65,95,95,45,85,61,84,65,70,70,70
0,30,40,70,70,25,60,61,84,65,70,70,70
1,105,95,80,40,80,90,61,84,65,70,70,70
1,65,55,115,100,40,60,61,84,65,70,70,70
1,250,5,5,35,105,50,61,84,65,70,70,70
1,105,130,120,45,45,40,61,84,65,70,70,70
0,80,85,95,30,30,25,61,84,65,70,70,70
1,65,90,120,85,70,60,61,84,65,70,70,70
0,40,65,95,60,45,35,61,84,65,70,70,70
0,90,55,75,60,75,30,61,84,65,70,70,70
1,50,105,79,35,110,76,61,84,65,70,70,70
1,50,120,53,35,110,87,61,84,65,70,70,70
1,60,80,110,50,80,45,61,84,65,70,70,70
0,50,50,95,40,50,35,61,84,65,70,70,70
1,95,95,85,125,75,55,61,84,65,70,70,70
0,60,40,80,60,45,40,61,84,65,70,70,70
1,60,50,70,80,80,150,61,84,65,70,70,70
0,40,30,50,55,55,100,61,84,65,70,70,70
1,55,130,115,50,50,75,61,84,65,70,70,70
0,30,105,90,25,25,50,61,84,65,70,70,70
1,85,73,70,73,115,67,61,84,65,70,70,70
0,60,48,45,43,90,42,61,84,65,70,70,70
0,35,45,160,30,45,70,61,84,65,70,70,70
1,60,65,60,130,75,110,61,84,65,70,70,70
0,45,50,45,115,55,95,61,84,65,70,70,70
0,30,35,30,100,35,80,61,84,65,70,70,70
1,50,95,180,85,45,70,61,84,65,70,70,70
0,30,65,100,45,25,40,61,84,65,70,70,70
1,105,105,75,65,100,50,61,84,65,70,70,70
0,80,80,50,40,50,25,61,84,65,70,70,70
1,90,70,80,70,95,70,61,84,65,70,70,70
0,65,45,55,45,70,45,61,84,65,70,70,70
1,60,110,70,60,60,110,61,84,65,70,70,70
0,35,85,45,35,35,75,61,84,65,70,70,70
0,52,90,55,58,62,60,61,84,65,70,70,70
1,50,60,95,120,70,70,61,84,65,70,70,70
0,25,35,70,95,55,45,61,84,65,70,70,70
1,95,75,110,100,80,30,61,84,65,70,70,70
0,90,65,65,40,40,15,61,84,65,70,70,70
1,65,100,70,80,80,105,61,84,65,70,70,70
0,50,85,55,65,65,90,61,84,65,70,70,70
1,80,120,130,55,65,45,61,84,65,70,70,70
0,55,95,115,45,45,35,61,84,65,70,70,70
0,40,80,100,30,30,20,61,84,65,70,70,70
